epoch,train_bce,train_kld,train_total,val_bce,val_kld,val_total,beta,lr
1,12583.28564453125,4759.869010731578,12773.680419921875,11441.4013671875,0.0779324471950531,11441.404296875,0.04,0.001
2,10446.809814453125,18.04311442375183,10448.253173828125,10903.7333984375,1.22707998752594,10903.83203125,0.08,0.0009998914383200486
3,9409.910400390625,35.458560943603516,9414.165283203125,10179.7705078125,3.8822619915008545,10180.236328125,0.12,0.000999565800898935
4,8660.922607421875,45.23158645629883,8668.15966796875,9324.7822265625,7.941270351409912,9326.052734375,0.16,0.0009990232305719946
5,8111.400634765625,46.067280769348145,8120.6141357421875,8508.2197265625,12.849879264831543,8510.7900390625,0.2,0.0009982639653285047
6,7591.177001953125,39.28054428100586,7600.604248046875,7718.75537109375,15.351725578308105,7722.43994140625,0.24,0.0009972883382072953
7,7199.402099609375,28.3967022895813,7207.3531494140625,7057.09375,13.69495677947998,7060.92822265625,0.28,0.0009960967771506667
8,6834.371337890625,17.817330837249756,6840.0728759765625,6568.16552734375,10.127196311950684,6571.40625,0.32,0.0009946898048166792
9,6525.912841796875,11.00266718864441,6529.873779296875,6175.07470703125,8.132148742675781,6178.00244140625,0.36,0.0009930680383499
10,6147.4075927734375,8.228195667266846,6150.698974609375,5808.015625,7.76653528213501,5811.1220703125,0.4,0.000991232189110701
11,5834.33544921875,7.16230845451355,5837.48681640625,5453.3974609375,7.72726583480835,5456.79736328125,0.44,0.0009891830623632338
12,5472.6123046875,7.39082396030426,5476.159912109375,5041.16748046875,9.34109115600586,5045.6513671875,0.48,0.0009869215569222143
13,5177.275390625,8.901493549346924,5181.9041748046875,4583.76611328125,11.33155345916748,4589.65869140625,0.52,0.0009844486647586723
14,4811.3575439453125,8.573234915733337,4816.158447265625,4374.32861328125,9.030434608459473,4379.3857421875,0.56,0.0009817654705648407
15,4484.34814453125,7.230063557624817,4488.686279296875,4110.99658203125,8.3052978515625,4115.97998046875,0.6,0.000978873151278373
16,4291.7174072265625,7.063770890235901,4296.2381591796875,3776.995361328125,8.202024459838867,3782.24462890625,0.64,0.0009757729755661009
17,4083.1383666992188,6.766946792602539,4087.7398681640625,3394.411376953125,8.837883949279785,3400.421142578125,0.68,0.000972466303267553
18,3910.4476928710938,7.0857285261154175,3915.5493774414062,3174.670654296875,8.979369163513184,3181.1357421875,0.72,0.0009689545847984861
19,3575.9061889648438,7.131552577018738,3581.3262329101562,2946.463623046875,8.740592002868652,2953.1064453125,0.76,0.0009652393605146842
20,3440.3438720703125,7.373547434806824,3446.24267578125,2887.636474609375,7.516504764556885,2893.649658203125,0.8,0.0009613222600363075
21,3242.7257080078125,6.204762697219849,3247.937744140625,2514.536865234375,8.773605346679688,2521.90673828125,0.84,0.0009572050015330872
22,3166.5262451171875,6.956584930419922,3172.6480102539062,2421.904541015625,11.917010307312012,2432.3916015625,0.88,0.0009528893909706794
23,2988.6095581054688,7.687494158744812,2995.6820678710938,2228.0927734375,9.70223331451416,2237.018798828125,0.92,0.000948377321318509
24,2779.478759765625,5.904431581497192,2785.14697265625,2595.253173828125,5.33668327331543,2600.37646484375,0.96,0.0009436707717194509
25,2775.1998901367188,5.903354048728943,2781.103271484375,1969.8907470703125,9.958984375,1979.8497314453125,1.0,0.000938771806621712
26,2714.47412109375,7.414174675941467,2721.8883056640625,1823.2362060546875,8.50989818572998,1831.74609375,1.0,0.0009336825748732967
27,2664.8326416015625,5.25292444229126,2670.0855712890625,1853.0089111328125,6.68366003036499,1859.692626953125,1.0,0.0009284053087794503
28,2450.8341674804688,3.87327641248703,2454.7074584960938,2044.7022705078125,4.659307479858398,2049.361572265625,1.0,0.000922942323123497
29,2647.4060668945312,4.614436984062195,2652.0205078125,1595.3502197265625,9.896588325500488,1605.246826171875,1.0,0.0009172960141514987
30,2420.1121215820312,7.709319591522217,2427.8214111328125,1531.3531494140625,11.800066947937012,1543.1531982421875,1.0,0.000911468858521183
31,2405.8361206054688,8.066282391548157,2413.9024047851562,1416.9931640625,11.526898384094238,1428.52001953125,1.0,0.0009054634122155985
32,2396.0668334960938,6.398344993591309,2402.4651489257812,1427.3116455078125,10.419870376586914,1437.7315673828125,1.0,0.0008992823094219766
33,2233.9904174804688,5.709849238395691,2239.7001953125,1294.2608642578125,12.696247100830078,1306.9571533203125,1.0,0.0008929282613762903
34,2269.183380126953,7.588196039199829,2276.7716064453125,1290.6773681640625,14.3257417678833,1305.0030517578125,1.0,0.0008864040551740152
35,2214.5029296875,8.35129189491272,2222.8541870117188,1637.6148681640625,58.56804275512695,1696.182861328125,1.0,0.000879712552547619
36,2045.3627319335938,12.26314640045166,2057.6259155273438,1390.0299072265625,52.87144088745117,1442.9013671875,1.0,0.0008728566886113099
37,2156.1635131835938,8.237851619720459,2164.4013671875,1184.037353515625,26.716516494750977,1210.75390625,1.0,0.0008658394705735983
38,2268.3665771484375,8.86049509048462,2277.22705078125,1212.92041015625,22.109479904174805,1235.0299072265625,1.0,0.0008586639764182372
39,2108.0045776367188,9.256276369094849,2117.2608337402344,1185.9241943359375,29.880538940429688,1215.8046875,1.0,0.0008513333535541156
40,2096.3497619628906,8.992603778839111,2105.3423767089844,1500.0399169921875,22.042268753051758,1522.0821533203125,1.0,0.0008438508174347005
41,2173.0643920898438,10.573015451431274,2183.637451171875,1218.7611083984375,17.167612075805664,1235.9287109375,1.0,0.0008362196501476344
42,2028.2057495117188,13.304331541061401,2041.5101318359375,1662.8509521484375,54.32915115356445,1717.1800537109375,1.0,0.0008284431989751019
43,1893.85791015625,16.155985116958618,1910.0138854980469,1180.4495849609375,36.57817077636719,1217.0277099609375,1.0,0.000820524874925601
44,2033.3976135253906,15.080782890319824,2048.4783325195312,1635.3336181640625,25.532651901245117,1660.8662109375,1.0,0.0008124681512377633
45,1825.8609008789062,14.274412393569946,1840.1353149414062,1174.4495849609375,17.03998565673828,1191.4896240234375,1.0,0.0008042765618568753
46,1809.4261779785156,12.366467952728271,1821.7926635742188,1224.9228515625,31.08815574645996,1256.010986328125,1.0,0.0007959536998847739
47,1920.2706604003906,10.259237289428711,1930.5298767089844,1196.557861328125,19.6107120513916,1216.1685791015625,1.0,0.0007875032160037936
