epoch,train_bce,train_kld,train_total,val_bce,val_kld,val_total,beta
1,3168.056815011161,3977.83149552771,3366.9483816964284,2859.76025390625,0.17976199090480804,2859.769287109375,0.05
2,2142.5604073660716,221.37662301744734,2164.698085239955,2136.88623046875,2.879838228225708,2137.17431640625,0.1
3,1595.6523611886162,14.32794748033796,1597.8015311104912,1413.874755859375,6.179217338562012,1414.8016357421875,0.15
4,1281.9198346819196,11.724329130990165,1284.2647007533483,1003.4954833984375,8.577675819396973,1005.2110290527344,0.2
5,1068.9563685825892,10.174115180969238,1071.4998953683037,783.6646118164062,10.387669563293457,786.2615051269531,0.25
6,899.6848493303571,9.418200901576451,902.5103062220982,667.8133544921875,8.00631594657898,670.2152404785156,0.3
7,791.6228114536831,12.129589080810547,795.8681553431919,564.6205139160156,14.30000638961792,569.6255187988281,0.35
8,698.6436418805804,13.83949225289481,704.179443359375,542.6283874511719,12.317505836486816,547.5553894042969,0.4
9,680.4267578125,10.932273592267718,685.3462698800223,497.9085998535156,14.757228374481201,504.5493469238281,0.45
10,594.1710902622768,13.14469051361084,600.7434343610491,449.26751708984375,15.315591812133789,456.92530822753906,0.5
11,606.9954746791294,10.231472969055176,612.622785295759,464.5721130371094,10.181139945983887,470.17173767089844,0.55
12,551.3753400530134,9.668141092572894,557.1762259347098,412.1006622314453,13.91521406173706,420.4497985839844,0.6
13,535.2202584402902,10.01420511518206,541.7295052664621,421.3392791748047,9.953595638275146,427.8091278076172,0.65
14,505.46728951590404,8.051579066685267,511.10339791434154,415.8710174560547,10.319511890411377,423.0946807861328,0.7
15,517.4340558733259,8.347344466618129,523.694562639509,476.196044921875,6.607624530792236,481.1517639160156,0.75
16,496.17283412388394,7.151063237871442,501.89368111746654,402.73480224609375,6.851199150085449,408.21575927734375,0.8
17,528.5689653669085,8.76395504815238,536.018327985491,573.0694274902344,10.695868015289307,582.1609191894531,0.85
18,476.1507873535156,9.926874569484166,485.08497401646207,414.36216735839844,8.94804573059082,422.4154052734375,0.9
19,464.6159014020647,9.376296043395996,473.5233939034598,400.5208282470703,7.394005060195923,407.5451354980469,0.95
20,490.4303501674107,8.26788514001029,498.6982421875,426.6258087158203,7.538363218307495,434.16416931152344,1.0
21,466.35743931361606,8.84240688596453,475.19984654017856,334.29083251953125,7.021323204040527,341.3121643066406,1.0
22,460.64774431501115,9.062606130327497,469.71034458705356,340.8089141845703,6.305661678314209,347.1145782470703,1.0
23,427.1278773716518,9.715941429138184,436.84381103515625,345.6001739501953,6.978448152542114,352.57861328125,1.0
24,459.0555986676897,9.57029206412179,468.62589372907365,368.11798095703125,8.115038394927979,376.23301696777344,1.0
25,428.931649344308,9.14977754865374,438.08143397739957,335.4907531738281,6.540755748748779,342.03150939941406,1.0
26,441.6265171595982,9.067372867039271,450.6938912527902,308.6562957763672,5.821938991546631,314.4782257080078,1.0
27,441.8367483956473,8.827487128121513,450.6642325265067,346.43084716796875,6.412980794906616,352.8438415527344,1.0
28,403.313467843192,9.514749254499163,412.8282165527344,338.74595642089844,5.861520051956177,344.60748291015625,1.0
29,439.1061052594866,8.68961797441755,447.7957240513393,292.8296356201172,5.7134997844696045,298.5431365966797,1.0
30,423.2898646763393,9.069069998604911,432.3589303152902,315.1014862060547,6.537652969360352,321.63914489746094,1.0
31,428.1958487374442,9.56012657710484,437.7559727260045,326.1778564453125,6.6242640018463135,332.8021240234375,1.0
32,411.6486249651228,8.585486207689558,420.2341090611049,283.6248779296875,6.142755508422852,289.7676239013672,1.0
33,394.5689435686384,7.835408551352365,402.4043491908482,292.3704833984375,6.149024248123169,298.5195007324219,1.0
34,429.0851309640067,8.493541036333356,437.5786699567522,297.7917938232422,6.001479625701904,303.79327392578125,1.0
35,408.1871425083705,8.673718452453613,416.8608616420201,286.2851104736328,6.298965215682983,292.5840759277344,1.0
36,411.10894775390625,7.973781176975796,419.08272879464283,305.7857666015625,6.1987950801849365,311.9845733642578,1.0
37,391.191170828683,9.108528477805,400.29970005580356,281.73974609375,6.529208660125732,288.2689514160156,1.0
38,393.1019287109375,8.977026666913714,402.0789533342634,275.8375549316406,6.380651235580444,282.21820068359375,1.0
39,373.55382864815846,8.27552856717791,381.82935878208707,281.28887939453125,6.030949354171753,287.31982421875,1.0
