epoch,train_bce,train_kld,train_total,val_bce,val_kld,val_total,beta
55,1015.8712071010044,86.38333565848214,1059.0628574916295,833.33447265625,112.98479461669922,889.8268737792969,0.5
56,1128.6352015904017,95.01987566266742,1176.1451241629463,732.4642639160156,91.72538375854492,778.3269653320312,0.5
57,932.4604579380581,90.23756299700055,977.5792323521206,684.6566772460938,91.11184692382812,730.2125854492188,0.5
58,1002.5375191824777,92.58467102050781,1048.8298601422991,635.2678833007812,84.88701629638672,677.7113952636719,0.5
59,936.7066737583706,93.79856763567243,983.605939592634,668.5485229492188,91.32771682739258,714.2123718261719,0.5
60,975.9681745256696,89.52642822265625,1020.7314017159598,628.0357055664062,79.41740417480469,667.744384765625,0.5
61,1032.8960484095983,87.86212594168526,1076.8271222795759,627.3221740722656,64.77850723266602,659.71142578125,0.5
62,940.3199026925223,80.18714359828404,980.4134957449777,676.982177734375,103.06128692626953,728.5128173828125,0.5
63,888.0251900809152,84.33839089529855,930.1943795340402,1044.052001953125,127.75166320800781,1107.9278564453125,0.5
64,965.3049403599331,81.2492446899414,1005.9295741489956,723.4217529296875,102.60551071166992,774.7244873046875,0.5
65,989.2920968191964,78.09901537214007,1028.3416050502233,663.737548828125,70.03707122802734,698.7560729980469,0.5
66,913.1202392578125,78.75383867536273,952.4971662248884,679.4079284667969,62.39085388183594,710.6033630371094,0.5
67,969.0248238699777,78.31754629952567,1008.1836024693081,635.4331359863281,79.13755798339844,675.0019226074219,0.5
68,933.9673985072544,82.68226078578404,975.3085327148438,636.933837890625,63.60002899169922,668.7338562011719,0.5
69,885.8860996791294,83.30563681466239,927.5389229910714,678.4856872558594,50.74946594238281,703.8604125976562,0.5
70,945.5405186244419,76.17237527029855,983.6267002650669,608.8189697265625,69.51171875,643.5748291015625,0.5
71,938.1548810686384,75.43013109479632,975.8699428013393,609.9224853515625,78.18291473388672,649.0139465332031,0.5
72,869.1687970842634,73.34885134015765,905.8432094029018,631.8137512207031,73.26213836669922,668.4447937011719,0.5
73,994.5678100585938,67.2792718069894,1028.2074497767858,647.5364074707031,82.4455795288086,688.7592163085938,0.5
74,731.550048828125,73.69585636683873,768.3979753766741,692.7229309082031,80.16886901855469,732.807373046875,0.5
75,976.251935686384,75.65094648088727,1014.0774012974331,763.2961120605469,96.16674041748047,811.3794860839844,0.5
76,915.9686104910714,74.00161416190011,952.9694301060268,667.2774047851562,83.85625839233398,709.2055358886719,0.5
77,917.0035836356027,74.37508991786412,954.1911359514509,639.4484558105469,65.99592590332031,672.4464416503906,0.5
78,891.5019967215402,70.75949096679688,926.8817487444196,734.5523986816406,89.28681564331055,779.19580078125,0.5
79,951.1038818359375,70.12796183994838,986.1678641183036,667.9179382324219,82.06010818481445,708.947998046875,0.5
80,940.2737252371652,70.94991792951312,975.7486921037946,609.0675048828125,66.33908081054688,642.237060546875,0.5
81,904.0410417829241,70.60630580357143,939.3441859654018,649.3413391113281,70.08174133300781,684.3822326660156,0.5
82,1106.1564418247767,75.35040174211774,1143.8316388811384,613.0269470214844,49.98373222351074,638.0188293457031,0.5
83,884.0010027204241,73.47561209542411,920.7388218470982,610.7056884765625,70.91544342041016,646.1634216308594,0.5
84,1045.2721208844866,68.92347499302456,1079.7338605608259,668.0501098632812,85.7338752746582,710.9170532226562,0.5
85,924.2582746233259,68.5370123726981,958.5267769949777,663.7512817382812,75.71772003173828,701.6101684570312,0.5
86,1036.2308785574776,68.6774297441755,1070.569588797433,650.9394226074219,73.92261505126953,687.9007263183594,0.5
87,864.6966814313616,65.87424142020089,897.633806501116,603.2091369628906,55.49135208129883,630.954833984375,0.5
88,887.693359375,66.07477024623326,920.7307477678571,794.5440673828125,94.01469802856445,841.5514221191406,0.5
89,869.3795863560268,64.9941155569894,901.8766479492188,827.2809753417969,89.01543426513672,871.7886962890625,0.5
90,921.5284685407366,61.879739488874165,952.4683401925223,712.951171875,67.4944953918457,746.6984252929688,0.5
91,823.3664812360491,63.6196049281529,855.176286969866,612.0640869140625,57.59323310852051,640.8607177734375,0.5
92,880.0479997907366,66.35077013288226,913.223388671875,581.4218444824219,50.25690460205078,606.55029296875,0.5
93,916.0068272181919,61.641142163957866,946.8274187360491,632.6119689941406,41.45353126525879,653.3387451171875,0.5
94,859.7338256835938,59.89988762991769,889.6837681361607,598.2621459960938,48.37712860107422,622.4507141113281,0.5
95,757.0863124302456,59.819801330566406,786.9962158203125,599.6938171386719,53.423479080200195,626.4055786132812,0.5
96,925.0625261579241,59.98654447283064,955.0557948521206,614.0153198242188,51.31010818481445,639.6703796386719,0.5
97,894.7859148297991,56.89898027692522,923.2354125976562,585.0564575195312,44.30786323547363,607.2103881835938,0.5
98,849.1869506835938,57.77026803152902,878.0720825195312,579.3440856933594,53.58552169799805,606.1368408203125,0.5
99,860.2371303013393,59.51742335728237,889.995832170759,610.2760925292969,61.190006256103516,640.87109375,0.5
100,872.2425101143973,56.05227443150112,900.2686418805804,589.4492492675781,55.58547019958496,617.2419738769531,0.5
101,863.6712297712054,56.52335248674665,891.9329136439732,574.5986022949219,47.1747989654541,598.1860046386719,0.5
102,918.939714704241,60.946327209472656,949.4128766741071,620.4573059082031,39.10453796386719,640.0095825195312,0.5
103,856.8173479352679,56.763332911900115,885.1990094866071,622.7901916503906,38.70676040649414,642.1435546875,0.5
104,886.1651436941964,56.33803285871233,914.3341587611607,571.0638122558594,45.3515682220459,593.7395935058594,0.5
105,836.3251168387277,55.37541144234793,864.0128261021206,614.363525390625,43.55680465698242,636.1419067382812,0.5
106,838.4119001116071,54.02775192260742,865.4257725306919,603.6600952148438,38.13308906555176,622.7266540527344,0.5
107,915.9137573242188,54.42218780517578,943.1248517717634,570.0772094726562,48.17190170288086,594.1631774902344,0.5
108,909.8080008370536,54.87261635916574,937.2443150111607,575.2317199707031,53.345834732055664,601.9046325683594,0.5
109,782.6626238141741,52.58478764125279,808.9550258091518,578.1328430175781,46.99631881713867,601.6310119628906,0.5
110,983.1614641462054,49.266541072300505,1007.7947300502232,609.4871215820312,54.60777473449707,636.791015625,0.5
111,859.460710797991,51.17046138218471,885.0459333147321,580.5661926269531,49.49575233459473,605.3140869140625,0.5
112,953.4792742047991,51.23868015834263,979.0986240931919,583.6980285644531,49.1688232421875,608.2824401855469,0.5
113,825.0778721400669,49.26569529942104,849.710710797991,575.80517578125,46.14754867553711,598.8789672851562,0.5
114,901.1779872349331,48.230953216552734,925.29345703125,571.3874206542969,42.768585205078125,592.7716979980469,0.5
115,849.7609078543527,49.93690926688058,874.7293613978794,574.5242309570312,44.10466957092285,596.5765686035156,0.5
116,856.294451032366,48.97453744070871,880.781720842634,569.9412841796875,42.69207954406738,591.2873229980469,0.5
117,919.1041695731027,50.583806719098774,944.3960658482143,568.6263122558594,40.51226806640625,588.8824462890625,0.5
118,794.1546630859375,47.68280683244978,817.9960588727679,567.4373779296875,41.19346046447754,588.0340881347656,0.5
119,810.017560686384,46.41162545340402,833.2233799525669,565.0099792480469,41.340341567993164,585.6801452636719,0.5
120,773.3699602399554,46.5030768258231,796.6215035574777,571.8799133300781,42.83794593811035,593.2988891601562,0.5
121,805.1006818498884,44.42510495867048,827.3132237025669,588.0941162109375,45.874168395996094,611.0311889648438,0.5
122,840.5553152901786,47.43459047589983,864.2726091657366,569.7864685058594,47.64089584350586,593.60693359375,0.5
123,833.4946637834821,44.582341875348774,855.7858189174107,566.2636566162109,44.75908660888672,588.6431884765625,0.5
124,770.6415318080357,44.269391196114675,792.7762276785714,567.84716796875,40.955726623535156,588.3250122070312,0.5
125,875.8094918387277,46.967757088797434,899.2933785574777,573.1611328125,43.13389205932617,594.7280883789062,0.5
126,854.0529523577009,45.3295168195452,876.7177211216518,560.3508453369141,39.662790298461914,580.1822509765625,0.5
127,868.48583984375,43.739717211042134,890.3557041713169,563.7429809570312,39.95463943481445,583.7202758789062,0.5
128,903.1544102260044,44.82498223440988,925.566911969866,571.8798828125,42.323537826538086,593.0416564941406,0.5
129,828.176775251116,45.22061102730887,850.7870832170759,567.0575561523438,41.40902137756348,587.7620544433594,0.5
130,860.6844308035714,44.00961521693638,882.6892438616071,566.263427734375,40.96534538269043,586.7461242675781,0.5
131,867.8233729771206,43.330704825265066,889.4887259347098,567.3140869140625,40.008636474609375,587.3184204101562,0.5
132,840.6411045619419,42.77193341936384,862.0270734514509,567.0148620605469,40.388444900512695,587.2090759277344,0.5
133,815.2135881696429,44.34654726300921,837.3868669782366,561.9975891113281,39.168792724609375,581.5820007324219,0.5
134,855.4133736746652,43.13906914847238,876.98291015625,556.4258728027344,37.95643615722656,575.4040832519531,0.5
135,894.4294695172991,41.730768476213726,915.2948521205357,560.2032318115234,37.06621742248535,578.736328125,0.5
136,847.6723109654018,42.433477129255024,868.8890468052456,569.5304565429688,35.91989517211914,587.4904174804688,0.5
137,854.9288940429688,44.28399385724749,877.0708966936384,557.6903076171875,36.602638244628906,575.9916381835938,0.5
138,816.3933890206473,41.78191702706473,837.2843627929688,555.1837463378906,38.559247970581055,574.46337890625,0.5
139,838.4782453264509,41.25667790004185,859.1065848214286,556.6297912597656,36.49855995178223,574.8790893554688,0.5
140,886.2949829101562,41.30417742047991,906.9470738002232,557.6732177734375,35.82758903503418,575.5870361328125,0.5
141,785.8101457868304,42.036080496651785,806.8281947544643,554.9148254394531,37.19788932800293,573.5137634277344,0.5
142,903.53125,41.24012919834682,924.1513235909598,556.8265228271484,37.38394737243652,575.5184936523438,0.5
143,921.1104213169643,41.4733897617885,941.8471069335938,556.4329833984375,37.12994575500488,574.9979553222656,0.5
144,839.8120989118304,39.76803479875837,859.6961059570312,558.5335845947266,36.60642433166504,576.8368225097656,0.5
145,811.7119750976562,42.25995200020926,832.8419538225446,555.8948211669922,36.97720718383789,574.3834228515625,0.5
146,798.5350952148438,39.413689204624724,818.241943359375,554.5421295166016,35.27882766723633,572.1815185546875,0.5
147,734.6487513950893,40.66485486711775,754.981183733259,556.7576751708984,35.52463912963867,574.52001953125,0.5
148,812.2266932896206,40.43218830653599,832.4427926199777,556.6231689453125,35.584760665893555,574.4155578613281,0.5
149,797.9349278041294,40.75611386980329,818.31298828125,554.8889770507812,35.567392349243164,572.6726684570312,0.5
150,829.1192365373884,41.111258370535715,849.6748570033482,556.3105773925781,35.4791202545166,574.0501403808594,0.5
151,813.2261526925223,40.51478740147182,833.4835466657366,552.6675720214844,35.56133270263672,570.4482421875,0.5
152,902.3318830217634,42.0717533656529,923.3677629743304,552.2465515136719,35.83293914794922,570.1629943847656,0.5
153,859.6645769391741,40.034707750592915,879.6819283621652,555.7278442382812,34.5527458190918,573.0042114257812,0.5
154,809.0020228794643,40.9621571132115,829.4831019810268,556.5856628417969,34.215288162231445,573.6932983398438,0.5
155,872.0140119280134,40.87808609008789,892.4530639648438,554.2854156494141,35.636178970336914,572.103515625,0.5
156,712.8225708007812,41.78438241141183,733.7147652762277,554.849609375,35.81610298156738,572.7576599121094,0.5
157,861.0907156808036,40.57566288539341,881.3785661969866,553.1199035644531,36.08313751220703,571.1614685058594,0.5
158,930.3394165039062,39.7556528363909,950.2172589983259,555.0478515625,35.41091728210449,572.7532958984375,0.5
159,858.8578491210938,39.16639763968332,878.4410400390625,552.397216796875,35.549739837646484,570.1720886230469,0.5
160,746.4283447265625,39.070465087890625,765.9635707310268,552.3061065673828,34.86019706726074,569.7362060546875,0.5
