epoch,train_bce,train_kld,train_total,val_bce,val_kld,val_total,beta,lr
1,13804.968994140625,3143.967058368027,13930.7275390625,12101.65625,0.8660899996757507,12101.6904296875,0.04,0.001
2,9397.966796875,209.88606643676758,9414.757568359375,11184.2265625,15.2862548828125,11185.44921875,0.08,0.0009998914383200486
3,7526.740966796875,279.8056411743164,7560.317626953125,9228.1318359375,36.0831413269043,9232.4619140625,0.12,0.000999565800898935
4,6204.38525390625,243.3851661682129,6243.326904296875,7138.51708984375,40.56977844238281,7145.00830078125,0.16,0.0009990232305719946
5,5313.210693359375,145.60988998413086,5342.33251953125,5552.11865234375,28.788400650024414,5557.87646484375,0.2,0.0009982639653285047
6,4555.01171875,57.84256839752197,4568.893798828125,4550.56396484375,13.474849700927734,4553.7978515625,0.24,0.0009972883382072953
7,4005.9868774414062,18.016855001449585,4011.0316162109375,3952.4931640625,8.82568359375,3954.96435546875,0.28,0.0009960967771506667
8,3545.9154663085938,13.572006225585938,3550.2584838867188,3127.864501953125,13.961565971374512,3132.332275390625,0.32,0.0009946898048166792
9,3176.8258056640625,18.31745672225952,3183.4201049804688,2701.642333984375,13.442570686340332,2706.481689453125,0.36,0.0009930680383499
10,2854.9356079101562,9.731879115104675,2858.8283081054688,2198.492919921875,15.268465995788574,2204.600341796875,0.4,0.000991232189110701
11,2547.5889282226562,27.316405534744263,2559.6080932617188,1866.86328125,29.569765090942383,1879.8740234375,0.44,0.0009891830623632338
12,2340.6055908203125,29.270052433013916,2354.6552124023438,1995.8126220703125,14.353286743164062,2002.7021484375,0.48,0.0009869215569222143
13,2165.0010375976562,32.59496879577637,2181.9503173828125,1478.2279052734375,55.38369369506836,1507.0274658203125,0.52,0.0009844486647586723
14,1920.1178283691406,37.880961418151855,1941.3311767578125,1344.9434814453125,48.42059326171875,1372.0589599609375,0.56,0.0009817654705648407
15,1702.8053894042969,37.145538330078125,1725.0926818847656,1191.2947998046875,92.03155517578125,1246.5137939453125,0.6,0.000978873151278373
16,1671.387939453125,24.633702278137207,1687.1535034179688,1161.2042236328125,41.99457931518555,1188.080810546875,0.64,0.0009757729755661009
17,1802.9950256347656,19.489153146743774,1816.2476196289062,1451.3031005859375,59.086639404296875,1491.4820556640625,0.68,0.000972466303267553
18,1799.00830078125,24.383744716644287,1816.5645751953125,1752.4908447265625,78.7942886352539,1809.2227783203125,0.72,0.0009689545847984861
19,1763.4476623535156,48.914146423339844,1800.6224365234375,1497.5771484375,117.23958587646484,1586.67919921875,0.76,0.0009652393605146842
20,1725.5658264160156,61.65440654754639,1774.8893737792969,1098.8424072265625,31.624664306640625,1124.14208984375,0.8,0.0009613222600363075
21,1655.0716552734375,37.34707832336426,1686.4432067871094,1196.572265625,13.49510669708252,1207.908203125,0.84,0.0009572050015330872
22,1641.8491516113281,40.54507637023926,1677.52880859375,1027.174072265625,51.9323616027832,1072.87451171875,0.88,0.0009528893909706794
23,1573.1750183105469,30.340680599212646,1601.0884094238281,1632.48974609375,38.08548355102539,1667.5284423828125,0.92,0.000948377321318509
24,1743.3453063964844,28.0414719581604,1770.2651062011719,1041.3011474609375,83.68209075927734,1121.635986328125,0.96,0.0009436707717194509
25,1635.02783203125,48.05893516540527,1683.0867614746094,982.26123046875,106.3827896118164,1088.64404296875,1.0,0.000938771806621712
26,1536.6382141113281,45.798903465270996,1582.4371337890625,1054.7108154296875,66.02659606933594,1120.7374267578125,1.0,0.0009336825748732967
27,1610.9331665039062,38.02657604217529,1648.9597473144531,789.5208129882812,97.30675506591797,886.8275756835938,1.0,0.0009284053087794503
28,1333.6612243652344,34.14374828338623,1367.8049621582031,901.3688354492188,56.2146110534668,957.5834350585938,1.0,0.000922942323123497
29,1643.5532531738281,22.019877910614014,1665.5731506347656,859.4586791992188,45.70029067993164,905.1589965820312,1.0,0.0009172960141514987
30,1464.3243103027344,20.41224241256714,1484.7365417480469,754.8474731445312,47.10531234741211,801.9527587890625,1.0,0.000911468858521183
31,1460.5557861328125,16.22608995437622,1476.7818908691406,774.8098754882812,27.538705825805664,802.3485717773438,1.0,0.0009054634122155985
32,1538.9124450683594,12.480234146118164,1551.3927001953125,834.7842407226562,31.101579666137695,865.8858032226562,1.0,0.0008992823094219766
33,1442.2711486816406,13.244344472885132,1455.5155029296875,917.0081176757812,26.329221725463867,943.3373413085938,1.0,0.0008929282613762903
34,1495.7333984375,10.952643871307373,1506.68603515625,799.6946411132812,24.229690551757812,823.92431640625,1.0,0.0008864040551740152
35,1442.6356811523438,14.984853982925415,1457.6205444335938,853.4091186523438,26.571157455444336,879.9802856445312,1.0,0.000879712552547619
