epoch,train_bce,train_kld,train_total,val_bce,val_kld,val_total,beta,lr
1,13939.751708984375,147564.52888115123,19842.3330078125,11188.6064453125,0.8842007517814636,11188.6416015625,0.04,0.001
2,10417.613037109375,149.7676544189453,10429.594482421875,10237.5498046875,6.2804951667785645,10238.0517578125,0.08,0.0009998914383200486
3,7922.481201171875,107.9762077331543,7935.4383544921875,8716.7080078125,7.935006618499756,8717.66015625,0.12,0.000999565800898935
4,6445.20068359375,61.067230224609375,6454.9715576171875,7261.017578125,4.164111614227295,7261.68359375,0.16,0.0009990232305719946
5,5506.3599853515625,23.487747192382812,5511.0574951171875,6135.63818359375,7.789836883544922,6137.1962890625,0.2,0.0009982639653285047
6,4695.63720703125,25.95369291305542,4701.8660888671875,5357.73876953125,9.75096321105957,5360.0791015625,0.24,0.0009972883382072953
7,4097.800354003906,17.565359592437744,4102.7186279296875,4589.58251953125,12.132349967956543,4592.9794921875,0.28,0.0009960967771506667
8,3674.4150390625,19.504138231277466,3680.6563720703125,3339.909423828125,33.16238784790039,3350.521484375,0.32,0.0009946898048166792
9,3313.9158935546875,61.45646381378174,3336.0401611328125,2894.244140625,30.483644485473633,2905.21826171875,0.36,0.0009930680383499
10,2980.83056640625,36.030516147613525,2995.2427978515625,2389.124267578125,55.10170364379883,2411.1650390625,0.4,0.000991232189110701
11,2664.79736328125,53.29978275299072,2688.2493286132812,2338.01513671875,28.9116153717041,2350.736328125,0.44,0.0009891830623632338
12,2392.6190795898438,46.621015548706055,2414.9971923828125,1909.232421875,54.87202835083008,1935.571044921875,0.48,0.0009869215569222143
13,2174.9188232421875,35.14613199234009,2193.19482421875,1595.17724609375,64.38243865966797,1628.6561279296875,0.52,0.0009844486647586723
14,1999.05859375,35.45196723937988,2018.9116821289062,1568.8023681640625,43.520198822021484,1593.1737060546875,0.56,0.0009817654705648407
15,1858.2856140136719,38.80960464477539,1881.5713500976562,1451.86181640625,76.39160919189453,1497.69677734375,0.6,0.000978873151278373
16,1801.8026428222656,39.614739418029785,1827.1560974121094,1299.449462890625,42.20547866821289,1326.4609375,0.64,0.0009757729755661009
17,1918.0577697753906,44.30121326446533,1948.1826171875,1212.0164794921875,55.833709716796875,1249.9833984375,0.68,0.000972466303267553
18,1982.5445556640625,26.473336219787598,2001.6053466796875,1276.23095703125,68.96028900146484,1325.88232421875,0.72,0.0009689545847984861
19,1708.0682373046875,56.65296936035156,1751.12451171875,1129.2908935546875,50.2728157043457,1167.498291015625,0.76,0.0009652393605146842
20,1667.4673767089844,38.58398914337158,1698.3345947265625,1123.7545166015625,72.8348617553711,1182.0224609375,0.8,0.0009613222600363075
21,1688.0882568359375,53.048102378845215,1732.648681640625,1070.9007568359375,64.1562271118164,1124.7919921875,0.84,0.0009572050015330872
22,1606.4710693359375,36.424386978149414,1638.5245056152344,973.7783203125,43.095855712890625,1011.7026977539062,0.88,0.0009528893909706794
23,1555.7112426757812,27.11572790145874,1580.65771484375,1010.763916015625,30.382116317749023,1038.7154541015625,0.92,0.000948377321318509
24,1435.80126953125,21.663424015045166,1456.5981140136719,942.0515747070312,33.0494384765625,973.779052734375,0.96,0.0009436707717194509
25,1528.8439331054688,22.387123584747314,1551.2310791015625,902.35498046875,37.35789489746094,939.712890625,1.0,0.000938771806621712
26,1591.0831909179688,21.935296535491943,1613.0185241699219,870.960693359375,45.96173095703125,916.9224243164062,1.0,0.0009336825748732967
27,1556.2163696289062,23.7945294380188,1580.0108947753906,948.1536254882812,24.768274307250977,972.921875,1.0,0.0009284053087794503
28,1387.6768493652344,27.519723892211914,1415.1965637207031,829.2109985351562,42.7679328918457,871.9789428710938,1.0,0.000922942323123497
29,1709.2643432617188,22.57272434234619,1731.8370666503906,903.95703125,21.36931800842285,925.3263549804688,1.0,0.0009172960141514987
30,1487.9125671386719,30.33103847503662,1518.2436218261719,872.0673828125,43.60441589355469,915.6718139648438,1.0,0.000911468858521183
31,1567.4870910644531,27.79095458984375,1595.2780456542969,928.6982421875,22.488080978393555,951.1863403320312,1.0,0.0009054634122155985
32,1526.5504760742188,30.959577083587646,1557.5100708007812,895.6065063476562,25.13033103942871,920.73681640625,1.0,0.0008992823094219766
33,1476.6416625976562,23.116981506347656,1499.7586364746094,935.4902954101562,22.543533325195312,958.0338134765625,1.0,0.0008929282613762903
34,1733.6039428710938,17.09552550315857,1750.6994934082031,791.6486206054688,42.96834182739258,834.616943359375,1.0,0.0008864040551740152
35,1458.8081970214844,28.098514080047607,1486.9067077636719,968.0304565429688,25.1258544921875,993.1563110351562,1.0,0.000879712552547619
36,1449.4187927246094,29.00446844100952,1478.4232788085938,785.0261840820312,58.20963668823242,843.23583984375,1.0,0.0008728566886113099
37,1482.4313354492188,37.64356803894043,1520.0748901367188,886.8080444335938,31.77433204650879,918.5823974609375,1.0,0.0008658394705735983
38,1495.5879821777344,30.115392208099365,1525.703369140625,893.93017578125,25.01719093322754,918.9473876953125,1.0,0.0008586639764182372
39,1450.0184020996094,18.2335262298584,1468.2519226074219,779.2658081054688,36.35908508300781,815.6248779296875,1.0,0.0008513333535541156
40,1584.3235778808594,19.504416465759277,1603.8280029296875,989.924072265625,11.76621150970459,1001.6903076171875,1.0,0.0008438508174347005
41,1689.3818054199219,16.91114091873169,1706.2929382324219,722.1941528320312,41.1895751953125,763.3837280273438,1.0,0.0008362196501476344
42,1393.4452209472656,41.47818565368652,1434.9234313964844,832.7255859375,40.98991012573242,873.7155151367188,1.0,0.0008284431989751019
43,1321.0439453125,37.68692398071289,1358.7308654785156,845.1843872070312,39.72637939453125,884.9107666015625,1.0,0.000820524874925601
44,1506.1319580078125,45.147414207458496,1551.2793579101562,871.009765625,37.93746566772461,908.9472045898438,1.0,0.0008124681512377633
45,1374.7944946289062,29.401065826416016,1404.195556640625,849.947998046875,46.5699577331543,896.5179443359375,1.0,0.0008042765618568753
46,1335.1817626953125,33.05659055709839,1368.2383422851562,1036.29736328125,23.8971004486084,1060.1944580078125,1.0,0.0007959536998847739
47,1541.2821044921875,19.527118682861328,1560.8092041015625,795.1544799804688,40.5526123046875,835.7070922851562,1.0,0.0007875032160037936
48,1375.4499816894531,27.411819458007812,1402.8617858886719,842.9380493164062,27.687774658203125,870.6258544921875,1.0,0.0007789288168754551
49,1363.6769409179688,24.070720672607422,1387.7476501464844,830.64306640625,32.2751350402832,862.918212890625,1.0,0.0007702342635146031
50,1337.6822509765625,23.369868755340576,1361.0521240234375,922.4783325195312,27.66583824157715,950.1441650390625,1.0,0.0007614233696396993
51,1423.0784912109375,20.205049514770508,1443.2835388183594,1082.460693359375,29.2397403717041,1111.700439453125,1.0,0.0007524999999999998
52,1464.8683166503906,24.204145431518555,1489.0724487304688,1049.7685546875,29.031646728515625,1078.8001708984375,1.0,0.0007434680686803488
53,1359.4802551269531,22.095253467559814,1381.5755004882812,1119.4044189453125,23.532167434692383,1142.9366455078125,1.0,0.0007343315373843313
54,1569.4027709960938,23.267849922180176,1592.6705932617188,968.4954223632812,38.00678253173828,1006.502197265625,1.0,0.0007250944136965387
55,1405.9849548339844,32.23164176940918,1438.2166137695312,895.5304565429688,30.9721622467041,926.5026245117188,1.0,0.0007157607493247106
56,1274.5383605957031,26.722049236297607,1301.2604064941406,992.3168334960938,25.76641845703125,1018.083251953125,1.0,0.0007063346383225208
